chr	start	end	sample	ref_A	ref_T	ref_AT	ref_CpG	read_depth	A_denom	AT_denom	CpG_denom	bin_bp_denom	m6A_count	mCG_count_raw	mCG_count	MSP_bp	nuc_bp	mCG_PASS_n	mCG_EDGE_plus2_n	mCG_FAIL_excess_n	m6A_per_A	m6A_per_AT	mCG_per_CpG	MSP_fraction	nuc_fraction
chr9	45852770	45857770	PAN027Pat_iPSC	1505	1621	3126	72	5	7525	15630	360	25000	210	340	340	10125	114875	5	0	0	0.027907	0.013436	0.944444	0.405000	4.595000
chr9	45297770	45302770	PAN027Pat_iPSC	1512	1614	3126	67	5	7560	15630	335	25000	137	246	246	9210	164045	5	0	0	0.018122	0.008765	0.734328	0.368400	6.561800
chr9	45412770	45417770	PAN027Pat_iPSC	1512	1628	3140	63	5	7560	15700	315	25000	138	264	264	6140	141720	5	0	0	0.018254	0.008790	0.838095	0.245600	5.668800
chr9	47112770	47117770	PAN027Pat_iPSC	1494	1637	3131	62	6	8964	18786	372	30000	110	309	309	6024	218016	6	0	0	0.012271	0.005855	0.830645	0.200800	7.267200
chr9	46157770	46162770	PAN027Pat_iPSC	1502	1626	3128	69	3	4506	9384	207	15000	253	204	204	10554	57894	3	0	0	0.056147	0.026961	0.985507	0.703600	3.859600
chr9	46562770	46567770	PAN027Pat_iPSC	1501	1622	3123	74	3	4503	9369	222	15000	37	212	212	7683	57843	3	0	0	0.008217	0.003949	0.954955	0.512200	3.856200
chr9	47817770	47822770	PAN027Pat_iPSC	1519	1627	3146	68	9	13671	28314	612	45000	410	582	582	33597	467055	9	0	0	0.029990	0.014480	0.950980	0.746600	10.379000
chr9	47272770	47277770	PAN027Pat_iPSC	1508	1617	3125	64	5	7540	15625	320	25000	277	294	294	13445	157705	5	0	0	0.036737	0.017728	0.918750	0.537800	6.308200
chr9	46827770	46832770	PAN027Pat_iPSC	1509	1622	3131	70	3	4527	9393	210	15000	63	204	204	2418	62217	3	0	0	0.013917	0.006707	0.971429	0.161200	4.147800
chr9	45517770	45522770	PAN027Pat_iPSC	1512	1627	3139	67	7	10584	21973	469	35000	249	430	430	22820	275443	7	0	0	0.023526	0.011332	0.916844	0.652000	7.869800
chr9	45922770	45927770	PAN027Pat_iPSC	1499	1618	3117	71	5	7495	15585	355	25000	421	321	321	21845	191760	5	0	0	0.056171	0.027013	0.904225	0.873800	7.670400
chr9	47537770	47542770	PAN027Pat_iPSC	1509	1616	3125	64	7	10563	21875	448	35000	154	441	441	10871	289359	7	0	0	0.014579	0.007040	0.984375	0.310600	8.267400
chr9	47942770	47947770	PAN027Pat_iPSC	1519	1624	3143	64	5	7595	15715	320	25000	223	302	302	8280	135710	5	0	0	0.029361	0.014190	0.943750	0.331200	5.428400
chr9	46227770	46232770	PAN027Pat_iPSC	1514	1617	3131	64	8	12112	25048	512	40000	401	394	394	18984	312472	8	0	0	0.033108	0.016009	0.769531	0.474600	7.811800
chr9	46632770	46637770	PAN027Pat_iPSC	1503	1626	3129	73	3	4509	9387	219	15000	39	215	215	1554	60081	3	0	0	0.008649	0.004155	0.981735	0.103600	4.005400
chr9	45677770	45682770	PAN027Pat_iPSC	1503	1619	3122	70	7	10521	21854	490	35000	373	441	441	20188	282072	7	0	0	0.035453	0.017068	0.900000	0.576800	8.059200
chr9	45237770	45242770	PAN027Pat_iPSC	1539	1600	3139	62	5	7695	15695	310	25000	126	217	217	5980	122285	5	0	0	0.016374	0.008028	0.700000	0.239200	4.891400
chr9	47342770	47347770	PAN027Pat_iPSC	1513	1613	3126	69	8	12104	25008	552	40000	199	517	517	16864	368600	8	0	0	0.016441	0.007957	0.936594	0.421600	9.215000
chr9	45642770	45647770	PAN027Pat_iPSC	1489	1629	3118	72	4	5956	12472	288	20000	207	255	255	5324	89780	4	0	0	0.034755	0.016597	0.885417	0.266200	4.489000
chr9	46387770	46392770	PAN027Pat_iPSC	1513	1625	3138	71	12	18156	37656	852	60000	371	766	766	28776	729816	12	0	0	0.020434	0.009852	0.899061	0.479600	12.163600
chr9	46792770	46797770	PAN027Pat_iPSC	1506	1623	3129	71	6	9036	18774	426	30000	345	383	383	18552	219558	6	0	0	0.038181	0.018376	0.899061	0.618400	7.318600
chr9	47897770	47902770	PAN027Pat_iPSC	1522	1632	3154	68	7	10654	22078	476	35000	156	423	423	9968	288645	7	0	0	0.014642	0.007066	0.888655	0.284800	8.247000
chr9	47607770	47612770	PAN027Pat_iPSC	1527	1618	3145	65	9	13743	28305	585	45000	393	495	495	32859	429300	9	0	0	0.028596	0.013884	0.846154	0.730200	9.540000
chr9	46192770	46197770	PAN027Pat_iPSC	1506	1627	3133	65	4	6024	12532	260	20000	295	216	216	12648	115456	4	0	0	0.048971	0.023540	0.830769	0.632400	5.772800
chr9	46702770	46707770	PAN027Pat_iPSC	1494	1630	3124	69	2	2988	6248	138	10000	45	103	103	1488	27396	2	0	0	0.015060	0.007202	0.746377	0.148800	2.739600
chr9	45747770	45752770	PAN027Pat_iPSC	1512	1613	3125	67	5	7560	15625	335	25000	93	314	314	3545	121455	5	0	0	0.012302	0.005952	0.937313	0.141800	4.858200
chr9	45597770	45602770	PAN027Pat_iPSC	1520	1614	3134	68	4	6080	12536	272	20000	288	249	249	8228	96716	4	0	0	0.047368	0.022974	0.915441	0.411400	4.835800
chr9	47007770	47012770	PAN027Pat_iPSC	1508	1611	3119	68	7	10556	21833	476	35000	74	319	319	4655	197575	7	0	0	0.007010	0.003389	0.670168	0.133000	5.645000
chr9	45307770	45312770	PAN027Pat_iPSC	1515	1612	3127	66	4	6060	12508	264	20000	116	256	256	9352	140832	4	0	0	0.019142	0.009274	0.969697	0.467600	7.041600
chr9	47412770	47417770	PAN027Pat_iPSC	1488	1632	3120	68	2	2976	6240	136	10000	44	124	124	550	22822	2	0	0	0.014785	0.007051	0.911765	0.055000	2.282200
chr9	45712770	45717770	PAN027Pat_iPSC	1513	1619	3132	73	3	4539	9396	219	15000	92	198	198	5223	90441	3	0	0	0.020269	0.009791	0.904110	0.348200	6.029400
chr9	46457770	46462770	PAN027Pat_iPSC	1512	1623	3135	71	3	4536	9405	213	15000	271	184	184	6171	41487	3	0	0	0.059744	0.028814	0.863850	0.411400	2.765800
chr9	46862770	46867770	PAN027Pat_iPSC	1515	1626	3141	68	3	4545	9423	204	15000	203	192	192	5589	51516	3	0	0	0.044664	0.021543	0.941176	0.372600	3.434400
chr9	46017770	46022770	PAN027Pat_iPSC	1517	1619	3136	70	5	7585	15680	350	25000	956	244	244	31470	99005	5	0	0	0.126038	0.060969	0.697143	1.258800	3.960200
chr9	46422770	46427770	PAN027Pat_iPSC	1501	1627	3128	65	4	6004	12512	260	20000	162	243	243	4636	75364	4	0	0	0.026982	0.012948	0.934615	0.231800	3.768200
chr9	47167770	47172770	PAN027Pat_iPSC	1507	1626	3133	65	7	10549	21931	455	35000	385	417	417	29624	295785	7	0	0	0.036496	0.017555	0.916484	0.846400	8.451000
chr9	47572770	47577770	PAN027Pat_iPSC	1526	1619	3145	67	3	4578	9435	201	15000	28	127	127	318	34434	3	0	0	0.006116	0.002968	0.631841	0.021200	2.295600
chr9	47132770	47137770	PAN027Pat_iPSC	1508	1625	3133	69	6	9048	18798	414	30000	302	395	395	19104	241656	6	0	0	0.033378	0.016066	0.954106	0.636800	8.055200
chr9	47837770	47842770	PAN027Pat_iPSC	1514	1619	3133	65	5	7570	15665	325	25000	113	311	311	11130	133035	5	0	0	0.014927	0.007214	0.956923	0.445200	5.321400
chr9	45272770	45277770	PAN027Pat_iPSC	1519	1604	3123	64	1	1519	3123	64	5000	103	47	47	1175	11436	1	0	0	0.067808	0.032981	0.734375	0.235000	2.287200
chr9	46527770	46532770	PAN027Pat_iPSC	1508	1622	3130	70	6	9048	18780	420	30000	157	381	381	6012	173988	6	0	0	0.017352	0.008360	0.907143	0.200400	5.799600
chr9	46932770	46937770	PAN027Pat_iPSC	1511	1620	3131	63	5	7555	15655	315	25000	129	303	303	4210	134100	5	0	0	0.017075	0.008240	0.961905	0.168400	5.364000
chr9	45977770	45982770	PAN027Pat_iPSC	1493	1615	3108	76	4	5972	12432	304	20000	484	185	185	15644	81332	4	0	0	0.081045	0.038932	0.608553	0.782200	4.066600
chr9	47237770	47242770	PAN027Pat_iPSC	1508	1617	3125	74	4	6032	12500	296	20000	97	264	264	3612	92384	4	0	0	0.016081	0.007760	0.891892	0.180600	4.619200
chr9	45537770	45542770	PAN027Pat_iPSC	1510	1628	3138	62	6	9060	18828	372	30000	179	326	326	10080	180324	6	0	0	0.019757	0.009507	0.876344	0.336000	6.010800
chr9	47642770	47647770	PAN027Pat_iPSC	1524	1612	3136	67	8	12192	25088	536	40000	608	507	507	39704	271912	8	0	0	0.049869	0.024235	0.945896	0.992600	6.797800
chr9	45942770	45947770	PAN027Pat_iPSC	1515	1611	3126	72	10	15150	31260	720	50000	1583	594	594	91270	470470	10	0	0	0.104488	0.050640	0.825000	1.825400	9.409400
chr9	46687770	46692770	PAN027Pat_iPSC	1505	1622	3127	72	3	4515	9381	216	15000	33	206	206	2379	63651	3	0	0	0.007309	0.003518	0.953704	0.158600	4.243400
chr9	47202770	47207770	PAN027Pat_iPSC	1512	1619	3131	72	2	3024	6262	144	10000	161	138	138	2164	28208	2	0	0	0.053241	0.025711	0.958333	0.216400	2.820800
chr9	46247770	46252770	PAN027Pat_iPSC	1510	1619	3129	65	8	12080	25032	520	40000	197	466	466	12264	388208	8	0	0	0.016308	0.007870	0.896154	0.306600	9.705200
chr9	46652770	46657770	PAN027Pat_iPSC	1499	1629	3128	70	5	7495	15640	350	25000	174	325	325	8655	148225	5	0	0	0.023215	0.011125	0.928571	0.346200	5.929000
chr9	47907770	47912770	PAN027Pat_iPSC	1521	1628	3149	65	7	10647	22043	455	35000	267	386	386	25718	373310	7	0	0	0.025077	0.012113	0.848352	0.734800	10.666000
chr9	45342770	45347770	PAN027Pat_iPSC	1503	1625	3128	61	5	7515	15640	305	25000	145	268	268	5675	128440	5	0	0	0.019295	0.009271	0.878689	0.227000	5.137600
chr9	46097770	46102770	PAN027Pat_iPSC	1521	1617	3138	63	6	9126	18828	378	30000	216	312	312	15732	196236	6	0	0	0.023669	0.011472	0.825397	0.524400	6.541200
chr9	47362770	47367770	PAN027Pat_iPSC	1508	1618	3126	68	6	9048	18756	408	30000	545	319	319	21444	187506	6	0	0	0.060234	0.029057	0.781863	0.714800	6.250200
chr9	46052770	46057770	PAN027Pat_iPSC	1506	1625	3131	67	3	4518	9393	201	15000	412	157	157	7068	42315	3	0	0	0.091191	0.043862	0.781095	0.471200	2.821000
chr9	45607770	45612770	PAN027Pat_iPSC	1508	1616	3124	67	5	7540	15620	335	25000	266	312	312	11905	139540	5	0	0	0.035279	0.017029	0.931343	0.476200	5.581600
chr9	46757770	46762770	PAN027Pat_iPSC	1509	1622	3131	72	5	7545	15655	360	25000	173	343	343	8000	134180	5	0	0	0.022929	0.011051	0.952778	0.320000	5.367200
chr9	46317770	46322770	PAN027Pat_iPSC	1516	1629	3145	66	2	3032	6290	132	10000	59	58	58	1534	22202	2	0	0	0.019459	0.009380	0.439394	0.153400	2.220200
chr9	46722770	46727770	PAN027Pat_iPSC	1511	1620	3131	72	5	7555	15655	360	25000	212	334	334	18160	206230	5	0	0	0.028061	0.013542	0.927778	0.726400	8.249200
chr9	47467770	47472770	PAN027Pat_iPSC	1499	1622	3121	66	4	5996	12484	264	20000	42	251	251	2632	124052	4	0	0	0.007005	0.003364	0.950758	0.131600	6.202600
chr9	45767770	45772770	PAN027Pat_iPSC	1515	1617	3132	69	6	9090	18792	414	30000	151	384	384	8580	196512	6	0	0	0.016612	0.008035	0.927536	0.286000	6.550400
chr9	47872770	47877770	PAN027Pat_iPSC	1515	1624	3139	68	3	4545	9417	204	15000	66	197	197	2301	62559	3	0	0	0.014521	0.007009	0.965686	0.153400	4.170600
chr9	47027770	47032770	PAN027Pat_iPSC	1499	1614	3113	69	10	14990	31130	690	50000	405	475	475	32970	436020	10	0	0	0.027018	0.013010	0.688406	0.659400	8.720400
chr9	47432770	47437770	PAN027Pat_iPSC	1509	1626	3135	67	6	9054	18810	402	30000	309	380	380	14184	193200	6	0	0	0.034129	0.016427	0.945274	0.472800	6.440000
chr9	46477770	46482770	PAN027Pat_iPSC	1500	1621	3121	71	2	3000	6242	142	10000	80	128	128	4558	42676	2	0	0	0.026667	0.012816	0.901408	0.455800	4.267600
chr9	46882770	46887770	PAN027Pat_iPSC	1507	1621	3128	70	6	9042	18768	420	30000	101	401	401	8118	282834	6	0	0	0.011170	0.005382	0.954762	0.270600	9.427800
chr9	46122770	46127770	PAN027Pat_iPSC	1519	1617	3136	75	6	9114	18816	450	30000	348	399	399	13818	171720	6	0	0	0.038183	0.018495	0.886667	0.460600	5.724000
chr9	45572770	45577770	PAN027Pat_iPSC	1513	1623	3136	68	8	12104	25088	544	40000	453	521	521	27800	311120	8	0	0	0.037426	0.018056	0.957721	0.695000	7.778000
chr9	46282770	46287770	PAN027Pat_iPSC	1509	1618	3127	66	3	4527	9381	198	15000	163	185	185	3693	58797	3	0	0	0.036006	0.017376	0.934343	0.246200	3.919800
chr9	45837770	45842770	PAN027Pat_iPSC	1518	1625	3143	68	2	3036	6286	136	10000	186	123	123	3124	21270	2	0	0	0.061265	0.029590	0.904412	0.312400	2.127000
chr9	46987770	46992770	PAN027Pat_iPSC	1500	1633	3133	67	2	3000	6266	134	10000	26	126	126	714	26560	2	0	0	0.008667	0.004149	0.940299	0.071400	2.656000
chr9	47502770	47507770	PAN027Pat_iPSC	1522	1617	3139	64	5	7610	15695	320	25000	149	302	302	7780	176605	5	0	0	0.019580	0.009493	0.943750	0.311200	7.064200
chr9	46547770	46552770	PAN027Pat_iPSC	1508	1622	3130	73	3	4524	9390	219	15000	35	213	213	975	59028	3	0	0	0.007737	0.003727	0.972603	0.065000	3.935200
chr9	46952770	46957770	PAN027Pat_iPSC	1509	1627	3136	68	5	7545	15680	340	25000	294	306	306	11475	149610	5	0	0	0.038966	0.018750	0.900000	0.459000	5.984400
chr9	46397770	46402770	PAN027Pat_iPSC	1509	1618	3127	71	7	10563	21889	497	35000	101	462	462	5852	262087	7	0	0	0.009562	0.004614	0.929577	0.167200	7.488200
chr9	47257770	47262770	PAN027Pat_iPSC	1532	1628	3160	68	4	6128	12640	272	20000	126	240	240	3768	90500	4	0	0	0.020561	0.009968	0.882353	0.188400	4.525000
chr9	47662770	47667770	PAN027Pat_iPSC	1527	1623	3150	68	3	4581	9450	204	15000	120	196	196	3495	59586	3	0	0	0.026195	0.012698	0.960784	0.233000	3.972400
chr9	46352770	46357770	PAN027Pat_iPSC	1510	1615	3125	69	7	10570	21875	483	35000	597	417	417	19887	250362	7	0	0	0.056481	0.027291	0.863354	0.568200	7.153200
chr9	45907770	45912770	PAN027Pat_iPSC	1510	1624	3134	69	6	9060	18804	414	30000	431	383	383	25242	254286	6	0	0	0.047572	0.022921	0.925121	0.841400	8.476200
chr9	45362770	45367770	PAN027Pat_iPSC	1506	1634	3140	63	5	7530	15700	315	25000	245	301	301	11100	148065	5	0	0	0.032537	0.015605	0.955556	0.444000	5.922600
chr9	47062770	47067770	PAN027Pat_iPSC	1503	1635	3138	63	1	1503	3138	63	5000	16	62	62	155	10079	1	0	0	0.010645	0.005099	0.984127	0.031000	2.015800
chr9	46617770	46622770	PAN027Pat_iPSC	1496	1625	3121	75	4	5984	12484	300	20000	261	286	286	8188	90116	4	0	0	0.043616	0.020907	0.953333	0.409400	4.505800
chr9	47767770	47772770	PAN027Pat_iPSC	1526	1622	3148	65	7	10682	22036	455	35000	205	406	406	12698	264810	7	0	0	0.019191	0.009303	0.892308	0.362800	7.566000
chr9	46072770	46077770	PAN027Pat_iPSC	1516	1625	3141	67	6	9096	18846	402	30000	780	301	301	37014	213396	6	0	0	0.085752	0.041388	0.748756	1.233800	7.113200
chr9	47327770	47332770	PAN027Pat_iPSC	1525	1616	3141	66	4	6100	12564	264	20000	117	245	245	6816	138840	4	0	0	0.019180	0.009312	0.928030	0.340800	6.942000
chr9	47732770	47737770	PAN027Pat_iPSC	1522	1624	3146	68	7	10654	22022	476	35000	227	466	466	10892	258251	7	0	0	0.021307	0.010308	0.978992	0.311200	7.378600
chr9	46777770	46782770	PAN027Pat_iPSC	1510	1621	3131	70	4	6040	12524	280	20000	116	263	263	3340	97940	4	0	0	0.019205	0.009262	0.939286	0.167000	4.897000
chr9	45467770	45472770	PAN027Pat_iPSC	1520	1611	3131	68	8	12160	25048	544	40000	344	489	489	21440	336480	8	0	0	0.028289	0.013734	0.898897	0.536000	8.412000
chr9	45872770	45877770	PAN027Pat_iPSC	1509	1627	3136	72	4	6036	12544	288	20000	735	246	246	31588	80316	4	0	0	0.121769	0.058594	0.854167	1.579400	4.015800
chr9	47487770	47492770	PAN027Pat_iPSC	1514	1625	3139	69	4	6056	12556	276	20000	104	252	252	3852	146608	4	0	0	0.017173	0.008283	0.913043	0.192600	7.330400
chr9	47892770	47897770	PAN027Pat_iPSC	1524	1629	3153	64	6	9144	18918	384	30000	114	316	316	6306	246456	6	0	0	0.012467	0.006026	0.822917	0.210200	8.215200
chr9	45432770	45437770	PAN027Pat_iPSC	1502	1623	3125	70	5	7510	15625	350	25000	177	334	334	6520	181995	5	0	0	0.023569	0.011328	0.954286	0.260800	7.279800
chr9	46177770	46182770	PAN027Pat_iPSC	1506	1623	3129	66	3	4518	9387	198	15000	114	177	177	4905	64491	3	0	0	0.025232	0.012144	0.893939	0.327000	4.299400
chr9	46582770	46587770	PAN027Pat_iPSC	1513	1621	3134	71	6	9078	18804	426	30000	415	397	397	17538	222288	6	0	0	0.045715	0.022070	0.931925	0.584600	7.409600
chr9	46142770	46147770	PAN027Pat_iPSC	1504	1624	3128	69	7	10528	21896	483	35000	392	373	373	23765	212898	7	0	0	0.037234	0.017903	0.772257	0.679000	6.082800
chr9	47292770	47297770	PAN027Pat_iPSC	1503	1629	3132	72	5	7515	15660	360	25000	118	344	344	4940	145615	5	0	0	0.015702	0.007535	0.955556	0.197600	5.824600
chr9	45592770	45597770	PAN027Pat_iPSC	1492	1624	3116	65	3	4476	9348	195	15000	39	186	186	3612	72717	3	0	0	0.008713	0.004172	0.953846	0.240800	4.847800
chr9	47802770	47807770	PAN027Pat_iPSC	1527	1625	3152	65	2	3054	6304	130	10000	56	107	107	1012	25080	2	0	0	0.018337	0.008883	0.823077	0.101200	2.508000
chr9	46847770	46852770	PAN027Pat_iPSC	1506	1630	3136	74	3	4518	9408	222	15000	77	212	212	1197	44553	3	0	0	0.017043	0.008185	0.954955	0.079800	2.970200
chr9	46697770	46702770	PAN027Pat_iPSC	1511	1624	3135	70	3	4533	9405	210	15000	91	195	195	1437	47040	3	0	0	0.020075	0.009676	0.928571	0.095800	3.136000
chr9	46407770	46412770	PAN027Pat_iPSC	1513	1622	3135	70	2	3026	6270	140	10000	31	124	124	384	22934	2	0	0	0.010245	0.004944	0.885714	0.038400	2.293400
chr9	46812770	46817770	PAN027Pat_iPSC	1512	1618	3130	74	6	9072	18780	444	30000	137	415	415	7740	200268	6	0	0	0.015101	0.007295	0.934685	0.258000	6.675600
chr9	47557770	47562770	PAN027Pat_iPSC	1517	1635	3152	65	5	7585	15760	325	25000	121	315	314	4455	166680	4	1	0	0.015953	0.007678	0.966154	0.178200	6.667200
chr9	45502770	45507770	PAN027Pat_iPSC	1504	1634	3138	64	3	4512	9414	192	15000	98	170	170	4644	83244	3	0	0	0.021720	0.010410	0.885417	0.309600	5.549600
chr9	46212770	46217770	PAN027Pat_iPSC	1507	1623	3130	72	9	13563	28170	648	45000	641	531	531	48357	381528	9	0	0	0.047261	0.022755	0.819444	1.074600	8.478400
chr9	45257770	45262770	PAN027Pat_iPSC	1524	1618	3142	65	5	7620	15710	325	25000	173	311	311	7820	128280	5	0	0	0.022703	0.011012	0.956923	0.312800	5.131200
chr9	45662770	45667770	PAN027Pat_iPSC	1510	1618	3128	72	4	6040	12512	288	20000	168	276	276	5492	97352	4	0	0	0.027815	0.013427	0.958333	0.274600	4.867600
chr9	46917770	46922770	PAN027Pat_iPSC	1520	1613	3133	66	3	4560	9399	198	15000	21	130	130	372	38193	3	0	0	0.004605	0.002234	0.656566	0.024800	2.546200
chr9	46372770	46377770	PAN027Pat_iPSC	1514	1620	3134	72	8	12112	25072	576	40000	228	505	505	13680	345792	8	0	0	0.018824	0.009094	0.876736	0.342000	8.644800
chr9	47627770	47632770	PAN027Pat_iPSC	1529	1615	3144	69	4	6116	12576	276	20000	100	265	265	8732	185088	4	0	0	0.016351	0.007952	0.960145	0.436600	9.254400
chr9	45927770	45932770	PAN027Pat_iPSC	1493	1621	3114	70	6	8958	18684	420	30000	675	335	335	27738	208380	6	0	0	0.075352	0.036127	0.797619	0.924600	6.946000
chr9	47082770	47087770	PAN027Pat_iPSC	1511	1613	3124	67	14	21154	43736	938	70000	453	895	895	45808	965090	14	0	0	0.021414	0.010358	0.954158	0.654400	13.787000
chr9	46637770	46642770	PAN027Pat_iPSC	1505	1619	3124	75	7	10535	21868	525	35000	214	497	497	11207	222642	7	0	0	0.020313	0.009786	0.946667	0.320200	6.361200
chr9	47787770	47792770	PAN027Pat_iPSC	1523	1621	3144	67	4	6092	12576	268	20000	190	263	263	4956	80860	4	0	0	0.031188	0.015108	0.981343	0.247800	4.043000
chr9	45327770	45332770	PAN027Pat_iPSC	1518	1609	3127	73	4	6072	12508	292	20000	179	271	271	9676	107324	4	0	0	0.029480	0.014311	0.928082	0.483800	5.366200
chr9	45732770	45737770	PAN027Pat_iPSC	1506	1620	3126	68	5	7530	15630	340	25000	238	317	317	9180	149205	5	0	0	0.031607	0.015227	0.932353	0.367200	5.968200
chr9	46037770	46042770	PAN027Pat_iPSC	1510	1623	3133	66	3	4530	9399	198	15000	450	167	167	6543	38457	3	0	0	0.099338	0.047877	0.843434	0.436200	2.563800
chr9	47197770	47202770	PAN027Pat_iPSC	1507	1621	3128	73	4	6028	12512	292	20000	73	277	277	5664	106936	4	0	0	0.012110	0.005834	0.948630	0.283200	5.346800
chr9	46442770	46447770	PAN027Pat_iPSC	1512	1609	3121	69	1	1512	3121	69	5000	3	69	69	34	13624	1	0	0	0.001984	0.000961	1.000000	0.006800	2.724800
chr9	47187770	47192770	PAN027Pat_iPSC	1503	1610	3113	76	7	10521	21791	532	35000	397	502	502	22358	263396	7	0	0	0.037734	0.018219	0.943609	0.638800	7.525600
chr9	45487770	45492770	PAN027Pat_iPSC	1501	1626	3127	63	7	10507	21889	441	35000	550	421	421	22603	232841	7	0	0	0.052346	0.025127	0.954649	0.645800	6.652600
chr9	47592770	47597770	PAN027Pat_iPSC	1517	1626	3143	69	7	10619	22001	483	35000	260	430	430	19376	230769	7	0	0	0.024484	0.011818	0.890269	0.553600	6.593400
chr9	45892770	45897770	PAN027Pat_iPSC	1513	1615	3128	73	2	3026	6256	146	10000	19	145	145	1082	41114	2	0	0	0.006279	0.003037	0.993151	0.108200	4.111400
chr9	46002770	46007770	PAN027Pat_iPSC	1508	1629	3137	72	6	9048	18822	432	30000	742	366	366	22806	157194	6	0	0	0.082007	0.039422	0.847222	0.760200	5.239800
chr9	47152770	47157770	PAN027Pat_iPSC	1509	1629	3138	66	8	12072	25104	528	40000	411	459	459	37152	388232	8	0	0	0.034046	0.016372	0.869318	0.928800	9.705800
chr9	46707770	46712770	PAN027Pat_iPSC	1499	1621	3120	74	3	4497	9360	222	15000	152	215	215	4398	65265	3	0	0	0.033800	0.016239	0.968468	0.293200	4.351000
chr9	47857770	47862770	PAN027Pat_iPSC	1517	1619	3136	69	6	9102	18816	414	30000	179	383	383	9600	232494	6	0	0	0.019666	0.009513	0.925121	0.320000	7.749800
chr9	45292770	45297770	PAN027Pat_iPSC	1514	1604	3118	62	9	13626	28062	558	45000	216	416	416	14274	344079	9	0	0	0.015852	0.007697	0.745520	0.317200	7.646200
chr9	45802770	45807770	PAN027Pat_iPSC	1516	1622	3138	64	7	10612	21966	448	35000	785	427	427	43946	258286	7	0	0	0.073973	0.035737	0.953125	1.255600	7.379600
chr9	47417770	47422770	PAN027Pat_iPSC	1500	1629	3129	64	2	3000	6258	128	10000	11	115	115	1128	42810	2	0	0	0.003667	0.001758	0.898438	0.112800	4.281000
chr9	47822770	47827770	PAN027Pat_iPSC	1518	1629	3147	65	8	12144	25176	520	40000	333	490	490	22104	333696	8	0	0	0.027421	0.013227	0.942308	0.552600	8.342400
chr9	46107770	46112770	PAN027Pat_iPSC	1503	1618	3121	67	5	7515	15605	335	25000	455	315	315	14750	146510	5	0	0	0.060546	0.029157	0.940299	0.590000	5.860400
chr9	46512770	46517770	PAN027Pat_iPSC	1512	1620	3132	68	6	9072	18792	408	30000	270	386	386	15132	207000	6	0	0	0.029762	0.014368	0.946078	0.504400	6.900000
chr9	45557770	45562770	PAN027Pat_iPSC	1515	1616	3131	64	5	7575	15655	320	25000	205	291	291	6120	118880	5	0	0	0.027063	0.013095	0.909375	0.244800	4.755200
chr9	45962770	45967770	PAN027Pat_iPSC	1509	1620	3129	68	5	7545	15645	340	25000	826	285	284	25200	108070	4	1	0	0.109476	0.052796	0.835294	1.008000	4.322800
chr9	47222770	47227770	PAN027Pat_iPSC	1499	1618	3117	72	5	7495	15585	360	25000	186	332	332	7670	168475	5	0	0	0.024817	0.011935	0.922222	0.306800	6.739000
chr9	45522770	45527770	PAN027Pat_iPSC	1518	1622	3140	66	8	12144	25120	528	40000	452	494	494	36008	333040	8	0	0	0.037220	0.017994	0.935606	0.900200	8.326000
chr9	46267770	46272770	PAN027Pat_iPSC	1507	1620	3127	67	4	6028	12508	268	20000	380	244	244	14952	112164	4	0	0	0.063039	0.030381	0.910448	0.747600	5.608200
chr9	46672770	46677770	PAN027Pat_iPSC	1506	1620	3126	76	5	7530	15630	380	25000	162	355	355	9255	135640	5	0	0	0.021514	0.010365	0.934211	0.370200	5.425600
chr9	47927770	47932770	PAN027Pat_iPSC	1525	1605	3130	61	8	12200	25040	488	40000	298	438	438	32832	406832	8	0	0	0.024426	0.011901	0.897541	0.820800	10.170800
chr9	46232770	46237770	PAN027Pat_iPSC	1504	1620	3124	70	8	12032	24992	560	40000	189	464	464	14592	314184	8	0	0	0.015708	0.007562	0.828571	0.364800	7.854600
chr9	47382770	47387770	PAN027Pat_iPSC	1506	1625	3131	69	10	15060	31310	690	50000	208	584	584	20930	558670	10	0	0	0.013811	0.006643	0.846377	0.418600	11.173400
chr9	46937770	46942770	PAN027Pat_iPSC	1511	1621	3132	72	4	6044	12528	288	20000	41	288	288	3764	138136	4	0	0	0.006784	0.003273	1.000000	0.188200	6.906800
chr9	45627770	45632770	PAN027Pat_iPSC	1509	1621	3130	69	6	9054	18780	414	30000	398	392	392	24870	184338	6	0	0	0.043958	0.021193	0.946860	0.829000	6.144600
chr9	47647770	47652770	PAN027Pat_iPSC	1517	1614	3131	67	5	7585	15655	335	25000	243	313	313	17580	159410	5	0	0	0.032037	0.015522	0.934328	0.703200	6.376400
chr9	46337770	46342770	PAN027Pat_iPSC	1508	1624	3132	69	4	6032	12528	276	20000	293	220	220	9432	116900	4	0	0	0.048574	0.023388	0.797101	0.471600	5.845000
chr9	47497770	47502770	PAN027Pat_iPSC	1518	1621	3139	62	6	9108	18834	372	30000	212	342	342	10422	227934	6	0	0	0.023276	0.011256	0.919355	0.347400	7.597800
chr9	46742770	46747770	PAN027Pat_iPSC	1507	1621	3128	68	3	4521	9384	204	15000	77	198	198	2226	46251	3	0	0	0.017032	0.008205	0.970588	0.148400	3.083400
chr9	45787770	45792770	PAN027Pat_iPSC	1507	1616	3123	71	7	10549	21861	497	35000	507	468	468	38976	287805	7	0	0	0.048061	0.023192	0.941650	1.113600	8.223000
